"","ID","Module","RepeatInSess","CorrectDiag","SelectedDiag","Correct","respRT","Confidence","Session","DataSet","Expertise"
"147",6584,1,1,8,8,1,3731,5,3,2,2
"148",6584,1,1,32,32,1,4646,5,3,2,2
"149",6584,1,1,2,2,1,4517,5,3,2,2
"150",6584,1,1,21,21,1,1645,5,3,2,2
"151",6584,1,1,40,40,1,3322,5,3,2,2
"152",6584,1,1,46,46,1,2865,5,3,2,2
"153",6584,1,1,33,33,1,2912,5,3,2,2
"154",6584,1,1,12,12,1,16419,3,3,2,2
"155",6584,1,1,45,45,1,3000,5,3,2,2
"156",6584,1,1,38,38,1,7458,5,3,2,2
"157",6584,1,1,47,47,1,1800,5,3,2,2
"158",6584,1,1,13,15,0,4073,5,3,2,2
"159",6584,1,1,24,24,1,1658,5,3,2,2
"160",6584,1,1,41,41,1,3737,5,3,2,2
"161",6584,1,1,20,2,0,8729,4,3,2,2
"162",6584,1,1,26,26,1,1898,5,3,2,2
"163",6584,1,1,36,36,1,1733,5,3,2,2
"164",6584,1,1,23,23,1,15900,2,3,2,2
"165",6584,1,1,16,16,1,3519,5,3,2,2
"166",6584,1,1,3,3,1,3179,5,3,2,2
"167",6584,1,1,39,39,1,8773,4,3,2,2
"168",6584,1,1,22,22,1,5354,5,3,2,2
"169",6584,1,1,18,18,1,4711,5,3,2,2
"170",6584,1,1,4,4,1,4002,5,3,2,2
"171",6584,1,1,31,23,0,4965,5,3,2,2
"172",6584,1,1,27,27,1,4135,5,3,2,2
"173",6584,1,1,19,19,1,5868,5,3,2,2
"174",6584,1,1,11,11,1,2467,5,3,2,2
"175",6584,1,1,25,25,1,8285,5,3,2,2
"176",6584,1,1,10,40,0,14429,2,3,2,2
"177",6584,1,1,44,44,1,1906,5,3,2,2
"178",6584,1,1,30,30,1,8895,4,3,2,2
"179",6584,1,1,5,5,1,6085,4,3,2,2
"180",6584,1,1,42,28,0,6458,4,3,2,2
"181",6584,1,1,28,28,1,1547,5,3,2,2
"182",6584,1,1,7,7,1,16463,1,3,2,2
"183",6584,1,1,9,9,1,4292,5,3,2,2
"184",6584,1,1,14,14,1,1732,5,3,2,2
"185",6584,1,1,37,30,0,4447,5,3,2,2
"186",6584,1,1,6,6,1,3296,5,3,2,2
"187",6584,1,1,15,15,1,2494,5,3,2,2
"188",6584,1,1,34,34,1,4271,5,3,2,2
"189",6584,2,1,4,4,1,8661,5,1,2,2
"190",6584,2,1,25,25,1,20721,2,1,2,2
"191",6584,2,1,36,36,1,3922,5,1,2,2
"192",6584,2,1,39,39,1,7854,5,1,2,2
"193",6584,2,1,30,30,1,18835,2,1,2,2
"194",6584,2,1,29,24,0,9732,4,1,2,2
"195",6584,2,1,1,1,1,7750,5,1,2,2
"196",6584,2,1,22,22,1,4687,5,1,2,2
"197",6584,2,1,33,33,1,5286,4,1,2,2
"198",6584,2,1,11,11,1,7601,4,1,2,2
"199",6584,2,1,41,41,1,9834,4,1,2,2
"200",6584,2,1,26,26,1,2582,5,1,2,2
"201",6584,2,1,17,17,1,9228,4,1,2,2
"202",6584,2,1,19,19,1,8116,5,1,2,2
"203",6584,2,1,46,46,1,2679,5,1,2,2
"204",6584,2,1,15,47,0,6150,5,1,2,2
"205",6584,2,1,3,37,0,15524,2,1,2,2
"206",6584,2,1,12,12,1,16764,2,1,2,2
"207",6584,2,1,35,35,1,5641,5,1,2,2
"208",6584,2,1,5,5,1,3257,5,1,2,2
"209",6584,2,1,8,8,1,4881,4,1,2,2
"210",6584,2,1,13,23,0,12120,2,1,2,2
"211",6584,2,1,21,21,1,4598,5,1,2,2
"212",6584,2,1,28,28,1,2826,5,1,2,2
"213",6584,2,1,40,40,1,7762,5,1,2,2
"214",6584,2,1,37,31,0,17787,2,1,2,2
"215",6584,2,1,9,9,1,3519,5,1,2,2
"216",6584,2,1,42,42,1,3086,5,1,2,2
"217",6584,2,1,10,3,0,20875,1,1,2,2
"218",6584,2,1,23,23,1,20007,1,1,2,2
"219",6584,2,1,34,34,1,3587,5,1,2,2
"220",6584,2,1,7,7,1,8948,5,1,2,2
"221",6584,2,1,16,16,1,2439,5,1,2,2
"222",6584,2,1,20,20,1,3489,5,1,2,2
"223",6584,2,1,2,2,1,7229,2,1,2,2
"224",6584,2,1,31,31,1,15005,2,1,2,2
"225",6584,2,1,18,18,1,5209,5,1,2,2
"226",6584,2,1,14,14,1,8541,5,1,2,2
"227",6584,2,1,38,38,1,5389,5,1,2,2
"228",6584,2,1,32,32,1,13795,3,1,2,2
"229",6584,2,1,27,27,1,3625,5,1,2,2
"230",6584,2,1,44,44,1,3756,5,1,2,2
"231",6584,2,1,24,24,1,9248,4,1,2,2
"232",6584,2,1,47,47,1,8755,5,1,2,2
"233",6584,2,1,6,6,1,6446,5,1,2,2
"234",6584,2,1,43,43,1,2028,5,1,2,2
"235",6584,2,1,45,45,1,2268,5,1,2,2
"236",6584,2,1,21,21,1,12281,5,2,2,2
"237",6584,2,1,2,2,1,14257,5,2,2,2
"238",6584,2,1,46,46,1,13153,5,2,2,2
"239",6584,2,1,17,37,0,21117,2,2,2,2
"240",6584,2,1,25,25,1,12817,5,2,2,2
"241",6584,2,1,26,26,1,17075,5,2,2,2
"242",6584,2,1,20,20,1,7786,5,2,2,2
"243",6584,2,1,39,39,1,11116,5,2,2,2
"244",6584,2,1,18,18,1,12435,5,2,2,2
"245",6584,2,1,8,8,1,13319,5,2,2,2
"246",6584,2,1,1,10,0,21484,1,2,2,2
"247",6584,2,1,40,40,1,10532,5,2,2,2
"248",6584,2,1,41,41,1,9914,5,2,2,2
"249",6584,2,1,44,44,1,16129,5,2,2,2
"250",6584,2,1,43,13,0,26723,1,2,2,2
"251",6584,2,1,34,15,0,11553,1,2,2,2
"252",6584,2,1,22,22,1,7805,5,2,2,2
"253",6584,2,1,19,19,1,5852,5,2,2,2
"254",6584,2,1,42,42,1,10715,5,2,2,2
"255",6584,2,1,13,13,1,15388,1,2,2,2
"256",6584,2,1,32,32,1,7896,5,2,2,2
"257",6584,2,1,12,12,1,8144,5,2,2,2
"258",6584,2,1,7,7,1,7887,5,2,2,2
"259",6584,2,1,5,5,1,9966,5,2,2,2
"260",6584,2,1,11,11,1,10261,5,2,2,2
"261",6584,2,1,16,16,1,12121,5,2,2,2
"262",6584,2,1,31,31,1,13825,3,2,2,2
"263",6584,2,1,6,6,1,10031,5,2,2,2
"264",6584,2,1,38,38,1,12469,5,2,2,2
"265",6584,2,1,3,3,1,12419,3,2,2,2
"266",6584,2,1,23,23,1,17432,2,2,2,2
"267",6584,2,1,24,24,1,10085,2,2,2,2
"268",6584,2,1,14,14,1,7576,5,2,2,2
"269",6584,2,1,9,9,1,7679,5,2,2,2
"270",6584,2,1,4,4,1,10997,5,2,2,2
"271",6584,2,1,30,38,0,12638,5,2,2,2
"272",6584,2,1,29,29,1,9043,5,2,2,2
"273",6584,2,1,37,37,1,11256,5,2,2,2
"274",6584,2,1,45,45,1,7223,5,2,2,2
"275",6584,2,1,28,28,1,9240,5,2,2,2
"276",6584,2,1,47,47,1,10818,5,2,2,2
"277",6584,2,1,15,15,1,13967,5,2,2,2
"278",6584,2,1,35,35,1,9896,5,2,2,2
"279",6584,2,1,33,33,1,8451,5,2,2,2
"280",6584,2,1,36,36,1,8074,5,2,2,2
"281",6584,2,1,27,27,1,7428,5,2,2,2
"282",6584,2,1,10,10,1,11728,5,2,2,2
"283",6584,2,2,1,1,1,8599,5,2,2,2
"284",6584,2,2,16,16,1,7242,5,2,2,2
"285",6584,2,2,15,15,1,6263,5,2,2,2
"286",6584,2,2,21,21,1,7213,5,2,2,2
"287",6584,2,2,30,30,1,10810,5,2,2,2
"288",6584,2,2,27,27,1,11651,5,2,2,2
"289",6584,2,2,43,43,1,12565,5,2,2,2
"290",6584,2,2,22,22,1,6552,5,2,2,2
"291",6584,2,2,38,38,1,16175,5,2,2,2
"292",6584,2,2,12,30,0,8813,5,2,2,2
"293",6584,2,2,47,47,1,11541,5,2,2,2
"294",6584,2,2,29,29,1,6348,5,2,2,2
"295",6584,2,2,18,18,1,8399,5,2,2,2
"296",6584,2,2,23,23,1,7746,5,2,2,2
"297",6584,2,2,25,6,0,7752,5,2,2,2
"298",6584,2,2,14,14,1,6336,5,2,2,2
"299",6584,2,2,33,33,1,6178,5,2,2,2
"300",6584,2,2,45,39,0,6843,5,2,2,2
"301",6584,2,2,20,20,1,8068,5,2,2,2
"302",6584,2,2,36,36,1,15288,3,2,2,2
"303",6584,2,2,44,44,1,6827,5,2,2,2
"304",6584,2,2,42,3,0,14387,3,2,2,2
"305",6584,2,2,5,5,1,8241,5,2,2,2
"306",6584,2,2,11,11,1,9782,5,2,2,2
"307",6584,2,2,6,6,1,7980,5,2,2,2
"308",6584,2,2,9,9,1,6127,5,2,2,2
"309",6584,2,2,40,40,1,4665,5,2,2,2
"310",6584,2,2,37,37,1,13658,4,2,2,2
"311",6584,2,2,3,3,1,5756,5,2,2,2
"312",6584,2,2,26,26,1,16590,1,2,2,2
"313",6584,2,2,19,19,1,3097,5,2,2,2
"314",6584,2,2,32,32,1,9425,5,2,2,2
"315",6584,2,2,2,23,0,13661,3,2,2,2
"316",6584,2,2,28,28,1,7347,5,2,2,2
"317",6584,2,2,8,8,1,9604,4,2,2,2
"318",6584,2,2,10,10,1,9425,5,2,2,2
"319",6584,2,2,35,35,1,7360,5,2,2,2
"320",6584,2,2,17,17,1,11479,3,2,2,2
"321",6584,2,2,7,7,1,13279,5,2,2,2
"322",6584,2,2,34,34,1,7788,5,2,2,2
"323",6584,2,2,41,41,1,9894,4,2,2,2
"324",6584,2,2,31,31,1,14837,4,2,2,2
"325",6584,2,2,13,13,1,11588,2,2,2,2
"326",6584,2,2,46,46,1,7040,5,2,2,2
"327",6584,2,2,24,24,1,8277,5,2,2,2
"328",6584,2,2,4,4,1,16526,5,2,2,2
"329",6584,2,2,39,39,1,9848,5,2,2,2
"330",6584,2,3,19,22,0,8402,5,2,2,2
"331",6584,2,3,35,35,1,10011,4,2,2,2
"332",6584,2,3,28,28,1,18748,2,2,2,2
"333",6584,2,3,33,33,1,12028,5,2,2,2
"334",6584,2,3,3,3,1,11690,5,2,2,2
"335",6584,2,3,43,43,1,7258,5,2,2,2
"336",6584,2,3,8,8,1,11673,5,2,2,2
"337",6584,2,3,16,16,1,8802,5,2,2,2
"338",6584,2,3,23,23,1,12593,4,2,2,2
"339",6584,2,3,25,25,1,7061,5,2,2,2
"340",6584,2,3,36,36,1,7784,5,2,2,2
"341",6584,2,3,29,29,1,9339,5,2,2,2
"342",6584,2,3,2,2,1,10602,5,2,2,2
"343",6584,2,3,41,41,1,6501,5,2,2,2
"344",6584,2,3,17,17,1,4825,5,2,2,2
"345",6584,2,3,9,9,1,9122,5,2,2,2
"346",6584,2,3,32,32,1,11516,5,2,2,2
"347",6584,2,3,18,18,1,9777,5,2,2,2
"348",6584,2,3,4,13,0,7568,1,2,2,2
"349",6584,2,3,38,38,1,24944,5,2,2,2
"350",6584,2,3,47,47,1,6445,5,2,2,2
"351",6584,2,3,34,34,1,5028,5,2,2,2
"352",6584,2,3,15,15,1,15529,1,2,2,2
"353",6584,2,3,37,37,1,7774,5,2,2,2
"354",6584,2,3,46,46,1,8175,5,2,2,2
"355",6584,2,3,27,27,1,6525,5,2,2,2
"356",6584,2,3,39,39,1,7399,5,2,2,2
"357",6584,2,3,40,40,1,7267,5,2,2,2
"358",6584,2,3,5,5,1,23131,5,2,2,2
"359",6584,2,3,45,45,1,10383,5,2,2,2
"360",6584,2,3,30,30,1,6434,5,2,2,2
"361",6584,2,3,20,20,1,7433,5,2,2,2
"362",6584,2,3,7,7,1,7391,5,2,2,2
"363",6584,2,3,11,11,1,9524,5,2,2,2
"364",6584,2,3,31,31,1,12092,5,2,2,2
"365",6584,2,3,21,21,1,12404,2,2,2,2
"366",6584,2,3,10,10,1,10901,5,2,2,2
"367",6584,2,3,14,14,1,12234,5,2,2,2
"368",6584,2,3,6,6,1,7939,5,2,2,2
"369",6584,2,3,22,22,1,7975,5,2,2,2
"370",6584,2,3,13,13,1,12583,5,2,2,2
"371",6584,2,3,26,26,1,7557,5,2,2,2
"372",6584,2,3,12,12,1,21623,2,2,2,2
"373",6584,2,3,24,24,1,15578,5,2,2,2
"374",6584,2,3,44,44,1,9082,5,2,2,2
"375",6584,2,3,1,1,1,2238,5,2,2,2
"376",6584,2,3,42,42,1,16611,3,2,2,2
"377",6584,2,1,27,27,1,8579,4,3,2,2
"378",6584,2,1,38,38,1,9293,5,3,2,2
"379",6584,2,1,20,20,1,18034,5,3,2,2
"380",6584,2,1,44,44,1,3680,5,3,2,2
"381",6584,2,1,9,9,1,4706,5,3,2,2
"382",6584,2,1,43,43,1,6232,5,3,2,2
"383",6584,2,1,40,40,1,8837,5,3,2,2
"384",6584,2,1,2,2,1,3595,5,3,2,2
"385",6584,2,1,10,10,1,8695,5,3,2,2
"386",6584,2,1,46,46,1,6590,5,3,2,2
"387",6584,2,1,3,3,1,15485,5,3,2,2
"388",6584,2,1,16,16,1,3056,5,3,2,2
"389",6584,2,1,18,18,1,2186,5,3,2,2
"390",6584,2,1,28,28,1,16128,5,3,2,2
"391",6584,2,1,8,8,1,4515,5,3,2,2
"392",6584,2,1,22,22,1,2027,5,3,2,2
"393",6584,2,1,26,26,1,1646,5,3,2,2
"394",6584,2,1,5,5,1,8529,5,3,2,2
"395",6584,2,1,35,35,1,10883,5,3,2,2
"396",6584,2,1,34,34,1,5436,5,3,2,2
"397",6584,2,1,47,47,1,1975,5,3,2,2
"398",6584,2,1,17,17,1,12914,5,3,2,2
"399",6584,2,1,13,13,1,11675,5,3,2,2
"400",6584,2,1,21,21,1,2734,5,3,2,2
"401",6584,2,1,39,39,1,10016,5,3,2,2
"402",6584,2,1,29,29,1,3253,5,3,2,2
"403",6584,2,1,24,24,1,13581,5,3,2,2
"404",6584,2,1,41,41,1,3314,5,3,2,2
"405",6584,2,1,1,1,1,2347,5,3,2,2
"406",6584,2,1,36,36,1,10620,5,3,2,2
"407",6584,2,1,14,14,1,3807,5,3,2,2
"408",6584,2,1,23,23,1,11216,5,3,2,2
"409",6584,2,1,11,11,1,2006,5,3,2,2
"410",6584,2,1,7,7,1,2439,5,3,2,2
"411",6584,2,1,32,32,1,11917,5,3,2,2
"412",6584,2,1,19,19,1,1856,5,3,2,2
"413",6584,2,1,25,25,1,10475,5,3,2,2
"414",6584,2,1,15,15,1,8497,5,3,2,2
"415",6584,2,1,45,45,1,6498,5,3,2,2
"416",6584,2,1,37,37,1,7624,5,3,2,2
"417",6584,2,1,31,31,1,10685,5,3,2,2
"418",6584,2,1,33,33,1,17115,5,3,2,2
"419",6584,2,1,30,30,1,11464,5,3,2,2
"420",6584,2,1,4,4,1,2400,5,3,2,2
"421",6584,2,1,6,6,1,11373,5,3,2,2
"422",6584,2,1,42,42,1,14869,5,3,2,2
"423",6584,2,1,12,24,0,11132,5,3,2,2
"424",6584,2,2,23,23,1,4176,5,3,2,2
"425",6584,2,2,14,14,1,1610,5,3,2,2
"426",6584,2,2,45,45,1,2200,5,3,2,2
"427",6584,2,2,16,16,1,2964,5,3,2,2
"428",6584,2,2,44,44,1,7253,5,3,2,2
"429",6584,2,2,15,15,1,9567,5,3,2,2
"430",6584,2,2,36,36,1,2867,5,3,2,2
"431",6584,2,2,43,38,0,9728,5,3,2,2
"432",6584,2,2,17,17,1,7630,5,3,2,2
"433",6584,2,2,30,30,1,15346,5,3,2,2
"434",6584,2,2,21,21,1,2225,5,3,2,2
"435",6584,2,2,18,18,1,2774,5,3,2,2
"436",6584,2,2,39,39,1,2035,5,3,2,2
"437",6584,2,2,12,24,0,3880,5,3,2,2
"438",6584,2,2,42,42,1,2857,5,3,2,2
"439",6584,2,2,25,25,1,9453,5,3,2,2
"440",6584,2,2,35,35,1,3987,5,3,2,2
"441",6584,2,2,47,47,1,8827,5,3,2,2
"442",6584,2,2,31,31,1,10743,5,3,2,2
"443",6584,2,2,26,26,1,3026,5,3,2,2
"444",6584,2,2,24,24,1,10913,5,3,2,2
"445",6584,2,2,29,29,1,3724,5,3,2,2
"446",6584,2,2,41,41,1,2358,5,3,2,2
"447",6584,2,2,19,19,1,1531,5,3,2,2
"448",6584,2,2,20,20,1,11661,5,3,2,2
"449",6584,2,2,11,11,1,3383,5,3,2,2
"450",6584,2,2,1,1,1,14337,5,3,2,2
"451",6584,2,2,6,6,1,2619,5,3,2,2
"452",6584,2,2,34,34,1,9563,5,3,2,2
"453",6584,2,2,22,22,1,2972,5,3,2,2
"454",6584,2,2,46,46,1,10947,5,3,2,2
"455",6584,2,2,37,46,0,0,0,3,2,2
"456",6584,2,2,5,5,1,3167,5,3,2,2
"457",6584,2,2,4,4,1,3210,5,3,2,2
"458",6584,2,2,33,33,1,5583,5,3,2,2
"459",6584,2,2,13,13,1,15349,5,3,2,2
"460",6584,2,2,28,28,1,1863,5,3,2,2
"461",6584,2,2,38,38,1,3122,5,3,2,2
"462",6584,2,2,10,10,1,13893,5,3,2,2
"463",6584,2,2,40,40,1,5072,5,3,2,2
"464",6584,2,2,27,27,1,8752,5,3,2,2
"465",6584,2,2,32,32,1,5172,5,3,2,2
"466",6584,2,2,9,9,1,5218,5,3,2,2
"467",6584,2,2,2,2,1,4325,5,3,2,2
"468",6584,2,2,8,8,1,7793,5,3,2,2
"469",6584,2,2,7,7,1,4067,5,3,2,2
"470",6584,2,2,3,3,1,5015,5,3,2,2
"471",294540,1,1,34,34,1,9095,4,1,2,2
"472",294540,1,1,31,31,1,11103,3,1,2,2
"473",294540,1,1,16,27,0,17560,2,1,2,2
"474",294540,1,1,43,16,0,21695,1,1,2,2
"475",294540,1,1,30,30,1,2590,5,1,2,2
"476",294540,1,1,28,28,1,7008,3,1,2,2
"477",294540,1,1,1,1,1,6973,4,1,2,2
"478",294540,1,1,14,14,1,9005,3,1,2,2
"479",294540,1,1,2,2,1,9900,4,1,2,2
"480",294540,1,1,12,30,0,9909,2,1,2,2
"481",294540,1,1,35,35,1,5839,2,1,2,2
"482",294540,1,1,45,45,1,9841,3,1,2,2
"483",294540,1,1,7,7,1,5290,4,1,2,2
"484",294540,1,1,24,45,0,14005,2,1,2,2
"485",294540,1,1,29,27,0,5361,1,1,2,2
"486",294540,1,1,47,47,1,10803,2,1,2,2
"487",294540,1,1,19,19,1,3873,2,1,2,2
"488",294540,1,1,18,3,0,6793,1,1,2,2
"489",294540,1,1,36,24,0,10628,1,1,2,2
"490",294540,1,1,33,33,1,4478,5,1,2,2
"491",294540,1,1,17,17,1,6438,1,1,2,2
"492",294540,1,1,8,8,1,5492,2,1,2,2
"493",294540,1,1,27,27,1,3364,3,1,2,2
"494",294540,1,1,13,13,1,6624,3,1,2,2
"495",294540,1,1,46,46,1,10056,2,1,2,2
"496",294540,1,1,20,20,1,5968,3,1,2,2
"497",294540,1,1,5,5,1,7163,5,1,2,2
"498",294540,1,1,32,32,1,8220,2,1,2,2
"499",294540,1,1,6,38,0,4276,4,1,2,2
"500",294540,1,1,39,5,0,8022,2,1,2,2
"501",294540,1,1,23,23,1,6301,4,1,2,2
"502",294540,1,1,41,41,1,4394,3,1,2,2
"503",294540,1,1,44,44,1,3070,5,1,2,2
"504",294540,1,1,38,5,0,4580,3,1,2,2
"505",294540,1,1,37,20,0,7674,3,1,2,2
"506",294540,1,1,25,25,1,2979,4,1,2,2
"507",294540,1,1,15,15,1,6276,3,1,2,2
"508",294540,1,1,10,10,1,8712,4,1,2,2
"509",294540,1,1,26,12,0,9626,2,1,2,2
"510",294540,1,1,11,11,1,6047,1,1,2,2
"511",294540,1,1,21,21,1,3196,4,1,2,2
"512",294540,1,1,42,16,0,5658,3,1,2,2
"513",294540,1,1,3,3,1,11406,2,1,2,2
"514",294540,1,1,40,45,0,8608,1,1,2,2
